tree_id,health,spc_common,borough
13626807,Good,two-winged silverbell,Brooklyn
835494,Good,Virginia pine,Brooklyn
19080867,Good,weeping willow,Brooklyn
89772120,Good,white ash,Brooklyn
140513314,Good,white oak,Brooklyn
9488447,Good,white pine,Brooklyn
241806847,Good,willow oak,Brooklyn
2652053,Good,American beech,Manhattan
382313566,Good,American elm,Manhattan
11650613,Good,American hophornbeam,Manhattan
17964144,Good,American hornbeam,Manhattan
362137,Good,American larch,Manhattan
204446116,Good,American linden,Manhattan
2106112,Good,Amur cork tree,Manhattan
11753246,Good,Amur maackia,Manhattan
2616806,Good,Amur maple,Manhattan
1410341,Good,arborvitae,Manhattan
12380251,Good,ash,Manhattan
2246235,Good,Atlantic white cedar,Manhattan
16018718,Good,bald cypress,Manhattan
421753,Good,bigtooth aspen,Manhattan
3630282,Good,black cherry,Manhattan
1392438,Good,blackgum,Manhattan
44129381,Good,black locust,Manhattan
1007526,Good,black maple,Manhattan
27182978,Good,black oak,Manhattan
294579,Good,black pine,Manhattan
3846838,Good,black walnut,Manhattan
708494,Good,blue spruce,Manhattan
7750348,Good,bur oak,Manhattan
1085622288,Good,Callery pear,Manhattan
493215,Good,catalpa,Manhattan
128602162,Good,cherry,Manhattan
1525162,Good,Chinese chestnut,Manhattan
134701187,Good,Chinese elm,Manhattan
1890870,Good,Chinese fringetree,Manhattan
530640,Good,Chinese tree lilac,Manhattan
142549,Good,cockspur hawthorn,Manhattan
23989072,Good,common hackberry,Manhattan
4265630,Good,Cornelian cherry,Manhattan
68965875,Good,crab apple,Manhattan
1049460,Good,crepe myrtle,Manhattan
66792,Good,crimson king maple,Manhattan
1566923,Good,cucumber magnolia,Manhattan
26164765,Good,dawn redwood,Manhattan
1033586,Good,eastern cottonwood,Manhattan
164910,Good,eastern hemlock,Manhattan
8274126,Good,eastern redbud,Manhattan
4377758,Good,eastern redcedar,Manhattan
1258171,Good,empress tree,Manhattan
42162079,Good,English oak,Manhattan
515367,Good,European beech,Manhattan
51305449,Good,European hornbeam,Manhattan
6839620,Good,flowering dogwood,Manhattan
881883266,Good,ginkgo,Manhattan
68403328,Good,golden raintree,Manhattan
105065935,Good,green ash,Manhattan
11564814,Good,hardy rubber tree,Manhattan
29365399,Good,hawthorn,Manhattan
1596113,Good,hedge maple,Manhattan
2239477,Good,Himalayan cedar,Manhattan
4651588,Good,holly,Manhattan
2360954492,Good,honeylocust,Manhattan
1527843,Good,horse chestnut,Manhattan
10685041,Good,Japanese hornbeam,Manhattan
912993,Good,Japanese maple,Manhattan
1358512,Good,Japanese snowbell,Manhattan
13945869,Good,Japanese tree lilac,Manhattan
585853977,Good,Japanese zelkova,Manhattan
4750469,Good,katsura tree,Manhattan
60376766,Good,Kentucky coffeetree,Manhattan
2758291,Good,Kentucky yellowwood,Manhattan
2580369,Good,kousa dogwood,Manhattan
443144986,Good,littleleaf linden,Manhattan
574137774,Good,London planetree,Manhattan
25544435,Good,magnolia,Manhattan
4361747,Good,maple,Manhattan
623272,Good,mimosa,Manhattan
10072838,Good,mulberry,Manhattan
168953437,Good,northern red oak,Manhattan
36112674,Good,Norway maple,Manhattan
42291,Good,Norway spruce,Manhattan
2865205,Good,Ohio buckeye,Manhattan
756431,Good,Oklahoma redbud,Manhattan
52515,Good,Osage-orange,Manhattan
617538,Good,pagoda dogwood,Manhattan
1142496,Good,paperbark maple,Manhattan
5133059,Good,paper birch,Manhattan
69541,Good,Persian ironwood,Manhattan
96714,Good,pine,Manhattan
762311960,Good,pin oak,Manhattan
967461,Good,pitch pine,Manhattan
83303,Good,pond cypress,Manhattan
17724213,Good,purple-leaf plum,Manhattan
101408,Good,quaking aspen,Manhattan
234576,Good,red horse chestnut,Manhattan
44727979,Good,red maple,Manhattan
69010,Good,red pine,Manhattan
3711385,Good,river birch,Manhattan
1493024,Good,sassafras,Manhattan
67161080,Good,sawtooth oak,Manhattan
18156736,Good,scarlet oak,Manhattan
18548274,Good,'Schubert' chokecherry,Manhattan
30481153,Good,Schumard's oak,Manhattan
252177,Good,Scots pine,Manhattan
6436276,Good,serviceberry,Manhattan
54734522,Good,shingle oak,Manhattan
26850612,Good,Siberian elm,Manhattan
809437,Good,silver birch,Manhattan
71304535,Good,silver linden,Manhattan
5122112,Good,silver maple,Manhattan
136733,Good,smoketree,Manhattan
704367456,Good,Sophora,Manhattan
2845298,Good,southern magnolia,Manhattan
1082784,Good,southern red oak,Manhattan
4711577,Good,sugar maple,Manhattan
118682037,Good,swamp white oak,Manhattan
34743331,Good,sweetgum,Manhattan
4524554,Good,sycamore maple,Manhattan
346944,Good,tartar maple,Manhattan
15362061,Good,tree of heaven,Manhattan
1017980,Good,tulip-poplar,Manhattan
1090579,Good,Turkish hazelnut,Manhattan
802081,Good,two-winged silverbell,Manhattan
278441,Good,Virginia pine,Manhattan
1824883,Good,weeping willow,Manhattan
6864595,Good,white ash,Manhattan
50721664,Good,white oak,Manhattan
168503267,Good,willow oak,Manhattan
32609686,Good,American beech,Queens
588527122,Good,American elm,Queens
95593145,Good,American hophornbeam,Queens
176807957,Good,American hornbeam,Queens
2744311,Good,American larch,Queens
1727184260,Good,American linden,Queens
11729525,Good,Amur cork tree,Queens
261887515,Good,Amur maackia,Queens
225076476,Good,Amur maple,Queens
63683945,Good,arborvitae,Queens
709691160,Good,ash,Queens
44906515,Good,Atlantic white cedar,Queens
17956085,Good,Atlas cedar,Queens
111691409,Good,bald cypress,Queens
10818128,Good,bigtooth aspen,Queens
84440405,Good,black cherry,Queens
23354823,Good,blackgum,Queens
142568390,Good,black locust,Queens
5593678,Good,black maple,Queens
107923260,Good,black oak,Queens
2508537,Good,black pine,Queens
25523752,Good,black walnut,Queens
18378055,Good,blue spruce,Queens
4668096,Good,boxelder,Queens
55118023,Good,bur oak,Queens
5874247752,Good,Callery pear,Queens
84107560,Good,catalpa,Queens
5439252924,Good,cherry,Queens
16267368,Good,Chinese chestnut,Queens
306799339,Good,Chinese elm,Queens
29328008,Good,Chinese fringetree,Queens
73552674,Good,Chinese tree lilac,Queens
48950168,Good,cockspur hawthorn,Queens
230989135,Good,common hackberry,Queens
100120237,Good,Cornelian cherry,Queens
481393116,Good,crab apple,Queens
104503765,Good,crepe myrtle,Queens
1038544241,Good,crimson king maple,Queens
15170495,Good,cucumber magnolia,Queens
362161897,Good,dawn redwood,Queens
11001970,Good,Douglas-fir,Queens
29543632,Good,eastern cottonwood,Queens
5681404,Good,eastern hemlock,Queens
483341329,Good,eastern redbud,Queens
197229344,Good,eastern redcedar,Queens
29585379,Good,empress tree,Queens
149107247,Good,English oak,Queens
4723657,Good,European alder,Queens
16732576,Good,European beech,Queens
345990133,Good,European hornbeam,Queens
20650402,Good,false cypress,Queens
215479507,Good,flowering dogwood,Queens
2086931335,Good,ginkgo,Queens
474875049,Good,golden raintree,Queens
2566509501,Good,green ash,Queens
99965669,Good,hardy rubber tree,Queens
374159279,Good,hawthorn,Queens
250491837,Good,hedge maple,Queens
10415876,Good,Himalayan cedar,Queens
15425074,Good,holly,Queens
7059646346,Good,honeylocust,Queens
216030763,Good,horse chestnut,Queens
30156248,Good,Japanese hornbeam,Queens
284283432,Good,Japanese maple,Queens
80622056,Good,Japanese snowbell,Queens
680437839,Good,Japanese tree lilac,Queens
3419741789,Good,Japanese zelkova,Queens
110320089,Good,katsura tree,Queens
365913115,Good,Kentucky coffeetree,Queens
72540081,Good,Kentucky yellowwood,Queens
42870598,Good,kousa dogwood,Queens
4413749821,Good,littleleaf linden,Queens
11838665803,Good,London planetree,Queens
128679969,Good,magnolia,Queens
1031181374,Good,maple,Queens
16751070,Good,mimosa,Queens
188891021,Good,mulberry,Queens
998993528,Good,northern red oak,Queens
5051681372,Good,Norway maple,Queens
58349341,Good,Norway spruce,Queens
4799710,Good,Ohio buckeye,Queens
32915201,Good,Oklahoma redbud,Queens
3488220,Good,Osage-orange,Queens
19470096,Good,pagoda dogwood,Queens
19590287,Good,paperbark maple,Queens
56021030,Good,paper birch,Queens
60604693,Good,Persian ironwood,Queens
16427885,Good,pignut hickory,Queens
81050131,Good,pine,Queens
8361009530,Good,pin oak,Queens
2589367,Good,pitch pine,Queens
10568919,Good,pond cypress,Queens
1077739224,Good,purple-leaf plum,Queens
15216957,Good,quaking aspen,Queens
23244596,Good,red horse chestnut,Queens
1676016247,Good,red maple,Queens
22276116,Good,red pine,Queens
61475478,Good,river birch,Queens
24163608,Good,sassafras,Queens
229281342,Good,sawtooth oak,Queens
97961893,Good,scarlet oak,Queens
680329881,Good,'Schubert' chokecherry,Queens
63063833,Good,Schumard's oak,Queens
1742086,Good,Scots pine,Queens
322099037,Good,serviceberry,Queens
6075483,Good,Shantung maple,Queens
115254469,Good,shingle oak,Queens
108432149,Good,Siberian elm,Queens
26273440,Good,silver birch,Queens
1667043386,Good,silver linden,Queens
2268155139,Good,silver maple,Queens
17717002,Good,smoketree,Queens
1703337939,Good,Sophora,Queens
16304078,Good,southern magnolia,Queens
6736207,Good,southern red oak,Queens
26609955,Good,spruce,Queens
383104564,Good,sugar maple,Queens
599473391,Good,swamp white oak,Queens
984085422,Good,sweetgum,Queens
548311068,Good,sycamore maple,Queens
16861936,Good,tartar maple,Queens
94724176,Good,tree of heaven,Queens
18799054,Good,trident maple,Queens
186497671,Good,tulip-poplar,Queens
43882988,Good,Turkish hazelnut,Queens
19526376,Good,two-winged silverbell,Queens
432730,Good,Virginia pine,Queens
46835307,Good,weeping willow,Queens
142037756,Good,white ash,Queens
171041157,Good,white oak,Queens
23761133,Good,white pine,Queens
301436828,Good,willow oak,Queens
1261487,Good,,Queens
17920831,Good,American beech,Staten Island
155924690,Good,American elm,Staten Island
43985473,Good,American hophornbeam,Staten Island
87065309,Good,American hornbeam,Staten Island
3639230,Good,American larch,Staten Island
342159974,Good,American linden,Staten Island
8274523,Good,Amur cork tree,Staten Island
73155739,Good,Amur maackia,Staten Island
198472975,Good,Amur maple,Staten Island
18860525,Good,arborvitae,Staten Island
190742656,Good,ash,Staten Island
5827007,Good,Atlantic white cedar,Staten Island
2482145,Good,Atlas cedar,Staten Island
41812657,Good,bald cypress,Staten Island
3343167,Good,bigtooth aspen,Staten Island
24032310,Good,black cherry,Staten Island
16335003,Good,blackgum,Staten Island
51623447,Good,black locust,Staten Island
11430364,Good,black maple,Staten Island
21005609,Good,black oak,Staten Island
578738,Good,black pine,Staten Island
7396438,Good,black walnut,Staten Island
6937631,Good,blue spruce,Staten Island
2392902,Good,boxelder,Staten Island
27189687,Good,bur oak,Staten Island
6306512193,Good,Callery pear,Staten Island
5333880,Good,catalpa,Staten Island
1581561027,Good,cherry,Staten Island
8263258,Good,Chinese chestnut,Staten Island
166085075,Good,Chinese elm,Staten Island
17706590,Good,Chinese fringetree,Staten Island
32236805,Good,Chinese tree lilac,Staten Island
32960854,Good,cockspur hawthorn,Staten Island
42224564,Good,common hackberry,Staten Island
108760557,Good,Cornelian cherry,Staten Island
165320740,Good,crab apple,Staten Island
22604939,Good,crepe myrtle,Staten Island
415971935,Good,crimson king maple,Staten Island
9756242,Good,cucumber magnolia,Staten Island
129420623,Good,dawn redwood,Staten Island
2361717,Good,Douglas-fir,Staten Island
19834902,Good,eastern cottonwood,Staten Island
3203169,Good,eastern hemlock,Staten Island
301186341,Good,eastern redbud,Staten Island
16592493,Good,eastern redcedar,Staten Island
7634847,Good,empress tree,Staten Island
57274744,Good,English oak,Staten Island
1868091,Good,European alder,Staten Island
5109171,Good,European beech,Staten Island
62194959,Good,European hornbeam,Staten Island
2665816,Good,false cypress,Staten Island
88424891,Good,flowering dogwood,Staten Island
268602439,Good,ginkgo,Staten Island
189678911,Good,golden raintree,Staten Island
629884411,Good,green ash,Staten Island
31526094,Good,hardy rubber tree,Staten Island
203257858,Good,hawthorn,Staten Island
152124369,Good,hedge maple,Staten Island
7568965,Good,Himalayan cedar,Staten Island
3052592,Good,holly,Staten Island
1354494812,Good,honeylocust,Staten Island
57707777,Good,horse chestnut,Staten Island
12613751,Good,Japanese hornbeam,Staten Island
47948311,Good,Japanese maple,Staten Island
8285817,Good,Japanese snowbell,Staten Island
307514357,Good,Japanese tree lilac,Staten Island
770929580,Good,Japanese zelkova,Staten Island
29089125,Good,katsura tree,Staten Island
111929851,Good,Kentucky coffeetree,Staten Island
17519143,Good,Kentucky yellowwood,Staten Island
13409401,Good,kousa dogwood,Staten Island
487431239,Good,littleleaf linden,Staten Island
3096083237,Good,London planetree,Staten Island
37593429,Good,magnolia,Staten Island
783267860,Good,maple,Staten Island
2543212,Good,mimosa,Staten Island
38244294,Good,mulberry,Staten Island
164859938,Good,northern red oak,Staten Island
1212989107,Good,Norway maple,Staten Island
15981997,Good,Norway spruce,Staten Island
1208695,Good,Ohio buckeye,Staten Island
11750069,Good,Oklahoma redbud,Staten Island
1353327,Good,Osage-orange,Staten Island
21706540,Good,pagoda dogwood,Staten Island
12330051,Good,paperbark maple,Staten Island
38024195,Good,paper birch,Staten Island
6822071,Good,Persian ironwood,Staten Island
4795661,Good,pignut hickory,Staten Island
7402634,Good,pine,Staten Island
2302617281,Good,pin oak,Staten Island
1209419,Good,pitch pine,Staten Island
2320578,Good,pond cypress,Staten Island
514638446,Good,purple-leaf plum,Staten Island
6320952,Good,quaking aspen,Staten Island
7541788,Good,red horse chestnut,Staten Island
2260560029,Good,red maple,Staten Island
7123932,Good,red pine,Staten Island
46449929,Good,river birch,Staten Island
7165793,Good,sassafras,Staten Island
50640738,Good,sawtooth oak,Staten Island
28666234,Good,scarlet oak,Staten Island
230159853,Good,'Schubert' chokecherry,Staten Island
58993910,Good,Schumard's oak,Staten Island
773119,Good,Scots pine,Staten Island
150221644,Good,serviceberry,Staten Island
2696381,Good,Shantung maple,Staten Island
14787895,Good,shingle oak,Staten Island
64272084,Good,Siberian elm,Staten Island
11008353,Good,silver birch,Staten Island
72063861,Good,silver linden,Staten Island
1156285083,Good,silver maple,Staten Island
437660,Good,smoketree,Staten Island
257569473,Good,Sophora,Staten Island
7648128,Good,southern magnolia,Staten Island
3498596,Good,southern red oak,Staten Island
4981205,Good,spruce,Staten Island
152820160,Good,sugar maple,Staten Island
233137889,Good,swamp white oak,Staten Island
1574294263,Good,sweetgum,Staten Island
60294069,Good,sycamore maple,Staten Island
7088629,Good,tartar maple,Staten Island
13227978,Good,tree of heaven,Staten Island
7436313,Good,trident maple,Staten Island
58891462,Good,tulip-poplar,Staten Island
6642747,Good,Turkish hazelnut,Staten Island
13954680,Good,two-winged silverbell,Staten Island
15328301,Good,weeping willow,Staten Island
33621811,Good,white ash,Staten Island
56720001,Good,white oak,Staten Island
14895716,Good,white pine,Staten Island
80302452,Good,willow oak,Staten Island
986477,Poor,American beech,Bronx
15144617,Poor,American elm,Bronx
2613713,Poor,American hophornbeam,Bronx
6302644,Poor,American hornbeam,Bronx
29917866,Poor,American linden,Bronx
720598,Poor,Amur cork tree,Bronx
8279123,Poor,Amur maackia,Bronx
6132048,Poor,Amur maple,Bronx
112097,Poor,arborvitae,Bronx
3781057,Poor,ash,Bronx
2055185,Poor,bald cypress,Bronx
1573077,Poor,black cherry,Bronx
3716931,Poor,black locust,Bronx
1100883,Poor,black oak,Bronx
76869,Poor,black walnut,Bronx
557349,Poor,boxelder,Bronx
2087513,Poor,bur oak,Bronx
28007243,Poor,Callery pear,Bronx
5372310,Poor,catalpa,Bronx
61854714,Poor,cherry,Bronx
7558826,Poor,Chinese elm,Bronx
466361,Poor,Chinese fringetree,Bronx
1687228,Poor,Chinese tree lilac,Bronx
868647,Poor,cockspur hawthorn,Bronx
11922991,Poor,common hackberry,Bronx
2096388,Poor,Cornelian cherry,Bronx
6533873,Poor,crab apple,Bronx
1503040,Poor,crepe myrtle,Bronx
6186075,Poor,crimson king maple,Bronx
514655,Poor,cucumber magnolia,Bronx
12825037,Poor,dawn redwood,Bronx
823857,Poor,eastern cottonwood,Bronx
490298,Poor,eastern hemlock,Bronx
15342095,Poor,eastern redbud,Bronx
1368340,Poor,eastern redcedar,Bronx
1471204,Poor,empress tree,Bronx
787356,Poor,English oak,Bronx
34419,Poor,European beech,Bronx
6766772,Poor,European hornbeam,Bronx
14262,Poor,false cypress,Bronx
925872,Poor,flowering dogwood,Bronx
45613279,Poor,ginkgo,Bronx
6475246,Poor,golden raintree,Bronx
23335336,Poor,green ash,Bronx
816724,Poor,hardy rubber tree,Bronx
6314747,Poor,hawthorn,Bronx
9749488,Poor,hedge maple,Bronx
388703,Poor,holly,Bronx
56825392,Poor,honeylocust,Bronx
4349829,Poor,horse chestnut,Bronx
1510627,Poor,Japanese hornbeam,Bronx
935661,Poor,Japanese maple,Bronx
1502369,Poor,Japanese snowbell,Bronx
7121192,Poor,Japanese tree lilac,Bronx
36708174,Poor,Japanese zelkova,Bronx
6126873,Poor,katsura tree,Bronx
6540867,Poor,Kentucky coffeetree,Bronx
1694269,Poor,Kentucky yellowwood,Bronx
66504129,Poor,littleleaf linden,Bronx
67080904,Poor,London planetree,Bronx
1136657,Poor,magnolia,Bronx
41301067,Poor,maple,Bronx
471484,Poor,mimosa,Bronx
4079672,Poor,mulberry,Bronx
13158393,Poor,northern red oak,Bronx
81484887,Poor,Norway maple,Bronx
294582,Poor,Norway spruce,Bronx
371723,Poor,Ohio buckeye,Bronx
629010,Poor,Oklahoma redbud,Bronx
1219252,Poor,paper birch,Bronx
402638,Poor,pignut hickory,Bronx
333664,Poor,pine,Bronx
42948952,Poor,pin oak,Bronx
2073325,Poor,pond cypress,Bronx
14474980,Poor,purple-leaf plum,Bronx
36483155,Poor,red maple,Bronx
1042935,Poor,river birch,Bronx
1325253,Poor,sawtooth oak,Bronx
4678459,Poor,scarlet oak,Bronx
8701518,Poor,'Schubert' chokecherry,Bronx
1038260,Poor,Schumard's oak,Bronx
4400211,Poor,serviceberry,Bronx
2504732,Poor,shingle oak,Bronx
2064592,Poor,Siberian elm,Bronx
239165,Poor,silver birch,Bronx
7813049,Poor,silver linden,Bronx
13118440,Poor,silver maple,Bronx
25013272,Poor,Sophora,Bronx
164598,Poor,southern red oak,Bronx
8666258,Poor,sugar maple,Bronx
8410072,Poor,swamp white oak,Bronx
4673567,Poor,sweetgum,Bronx
4920356,Poor,sycamore maple,Bronx
1108757,Poor,tartar maple,Bronx
3893963,Poor,tree of heaven,Bronx
2473355,Poor,tulip-poplar,Bronx
785507,Poor,Turkish hazelnut,Bronx
467292,Poor,two-winged silverbell,Bronx
7384676,Poor,white ash,Bronx
3400660,Poor,white oak,Bronx
2454178,Poor,willow oak,Bronx
882297,Poor,American beech,Brooklyn
15913207,Poor,American elm,Brooklyn
4963864,Poor,American hophornbeam,Brooklyn
8107544,Poor,American hornbeam,Brooklyn
67811596,Poor,American linden,Brooklyn
1134396,Poor,Amur cork tree,Brooklyn
12739509,Poor,Amur maackia,Brooklyn
4561594,Poor,Amur maple,Brooklyn
47062,Poor,arborvitae,Brooklyn
3646245,Poor,ash,Brooklyn
857450,Poor,Atlantic white cedar,Brooklyn
9638696,Poor,bald cypress,Brooklyn
423357,Poor,bigtooth aspen,Brooklyn
2261197,Poor,black cherry,Brooklyn
1594981,Poor,blackgum,Brooklyn
1723243,Poor,black locust,Brooklyn
986743,Poor,black maple,Brooklyn
3520124,Poor,black oak,Brooklyn
182661,Poor,black walnut,Brooklyn
209047,Poor,blue spruce,Brooklyn
770745,Poor,boxelder,Brooklyn
3196200,Poor,bur oak,Brooklyn
69099148,Poor,Callery pear,Brooklyn
1448368,Poor,catalpa,Brooklyn
95827062,Poor,cherry,Brooklyn
12207762,Poor,Chinese elm,Brooklyn
344065,Poor,Chinese fringetree,Brooklyn
980972,Poor,Chinese tree lilac,Brooklyn
15676005,Poor,common hackberry,Brooklyn
4722253,Poor,Cornelian cherry,Brooklyn
7955079,Poor,crab apple,Brooklyn
682665,Poor,crepe myrtle,Brooklyn
44610387,Poor,crimson king maple,Brooklyn
768144,Poor,cucumber magnolia,Brooklyn
20208559,Poor,dawn redwood,Brooklyn
2416340,Poor,eastern cottonwood,Brooklyn
145061,Poor,eastern hemlock,Brooklyn
20477335,Poor,eastern redbud,Brooklyn
1984138,Poor,eastern redcedar,Brooklyn
858721,Poor,empress tree,Brooklyn
6713629,Poor,English oak,Brooklyn
347829,Poor,European beech,Brooklyn
13041655,Poor,European hornbeam,Brooklyn
552802,Poor,false cypress,Brooklyn
7486787,Poor,flowering dogwood,Brooklyn
54025877,Poor,ginkgo,Brooklyn
8925124,Poor,golden raintree,Brooklyn
23865295,Poor,green ash,Brooklyn
6977591,Poor,hardy rubber tree,Brooklyn
18213409,Poor,hawthorn,Brooklyn
7826013,Poor,hedge maple,Brooklyn
58504,Poor,holly,Brooklyn
93618009,Poor,honeylocust,Brooklyn
8714840,Poor,horse chestnut,Brooklyn
5125832,Poor,Japanese hornbeam,Brooklyn
2670516,Poor,Japanese maple,Brooklyn
3930613,Poor,Japanese snowbell,Brooklyn
24513103,Poor,Japanese tree lilac,Brooklyn
57579193,Poor,Japanese zelkova,Brooklyn
11133275,Poor,katsura tree,Brooklyn
13588559,Poor,Kentucky coffeetree,Brooklyn
3058611,Poor,Kentucky yellowwood,Brooklyn
562549,Poor,kousa dogwood,Brooklyn
145850472,Poor,littleleaf linden,Brooklyn
216080600,Poor,London planetree,Brooklyn
2306080,Poor,magnolia,Brooklyn
9970167,Poor,maple,Brooklyn
1504415,Poor,mimosa,Brooklyn
3055539,Poor,mulberry,Brooklyn
21376823,Poor,northern red oak,Brooklyn
298378894,Poor,Norway maple,Brooklyn
1489854,Poor,Norway spruce,Brooklyn
1289501,Poor,Ohio buckeye,Brooklyn
61613,Poor,Oklahoma redbud,Brooklyn
2255290,Poor,pagoda dogwood,Brooklyn
972107,Poor,paperbark maple,Brooklyn
1549409,Poor,paper birch,Brooklyn
506716,Poor,Persian ironwood,Brooklyn
826625,Poor,pine,Brooklyn
89162347,Poor,pin oak,Brooklyn
2805690,Poor,pond cypress,Brooklyn
20968625,Poor,purple-leaf plum,Brooklyn
590800,Poor,quaking aspen,Brooklyn
877766,Poor,red horse chestnut,Brooklyn
46088293,Poor,red maple,Brooklyn
131847,Poor,river birch,Brooklyn
243877,Poor,sassafras,Brooklyn
6006021,Poor,sawtooth oak,Brooklyn
6755569,Poor,scarlet oak,Brooklyn
35273599,Poor,'Schubert' chokecherry,Brooklyn
4661547,Poor,Schumard's oak,Brooklyn
7125194,Poor,serviceberry,Brooklyn
250573,Poor,Shantung maple,Brooklyn
4881251,Poor,shingle oak,Brooklyn
4419276,Poor,Siberian elm,Brooklyn
1186922,Poor,silver birch,Brooklyn
25714027,Poor,silver linden,Brooklyn
15428161,Poor,silver maple,Brooklyn
43051059,Poor,Sophora,Brooklyn
724065,Poor,southern magnolia,Brooklyn
475071,Poor,spruce,Brooklyn
11135368,Poor,sugar maple,Brooklyn
31184999,Poor,swamp white oak,Brooklyn
12342237,Poor,sweetgum,Brooklyn
18387328,Poor,sycamore maple,Brooklyn
415666,Poor,tartar maple,Brooklyn
7452142,Poor,tree of heaven,Brooklyn
6831463,Poor,tulip-poplar,Brooklyn
3973027,Poor,Turkish hazelnut,Brooklyn
581105,Poor,two-winged silverbell,Brooklyn
195903,Poor,Virginia pine,Brooklyn
580374,Poor,weeping willow,Brooklyn
3294333,Poor,white ash,Brooklyn
6942912,Poor,white oak,Brooklyn
311662,Poor,white pine,Brooklyn
9812251,Poor,willow oak,Brooklyn
956244,Poor,American beech,Manhattan
19089065,Poor,American elm,Manhattan
1700423,Poor,American hophornbeam,Manhattan
910251,Poor,American hornbeam,Manhattan
296160,Poor,American larch,Manhattan
37781622,Poor,American linden,Manhattan
694698,Poor,Amur maackia,Manhattan
717236,Poor,Amur maple,Manhattan
1344253,Poor,ash,Manhattan
2637855,Poor,bald cypress,Manhattan
239645,Poor,bigtooth aspen,Manhattan
384644,Poor,black cherry,Manhattan
1147542,Poor,black locust,Manhattan
1845508,Poor,black oak,Manhattan
13083,Poor,black walnut,Manhattan
195805,Poor,boxelder,Manhattan
324416,Poor,bur oak,Manhattan
82325880,Poor,Callery pear,Manhattan
301289,Poor,catalpa,Manhattan
11936650,Poor,cherry,Manhattan
9944878,Poor,Chinese elm,Manhattan
17892,Poor,Chinese fringetree,Manhattan
67218,Poor,Chinese tree lilac,Manhattan
163999,Poor,cockspur hawthorn,Manhattan
4461302,Poor,common hackberry,Manhattan
269613,Poor,Cornelian cherry,Manhattan
5545491,Poor,crab apple,Manhattan
259940,Poor,crimson king maple,Manhattan
284413,Poor,cucumber magnolia,Manhattan
5306801,Poor,dawn redwood,Manhattan
580251,Poor,eastern cottonwood,Manhattan
399174,Poor,eastern hemlock,Manhattan
459372,Poor,eastern redbud,Manhattan
191182,Poor,eastern redcedar,Manhattan
215011,Poor,empress tree,Manhattan
951975,Poor,English oak,Manhattan
260659,Poor,European alder,Manhattan
2835368,Poor,European hornbeam,Manhattan
617716,Poor,flowering dogwood,Manhattan
117568748,Poor,ginkgo,Manhattan
1936546,Poor,golden raintree,Manhattan
8605487,Poor,green ash,Manhattan
2044441,Poor,hardy rubber tree,Manhattan
1664468,Poor,hawthorn,Manhattan
658092,Poor,hedge maple,Manhattan
559860,Poor,Himalayan cedar,Manhattan
76759,Poor,holly,Manhattan
38708425,Poor,honeylocust,Manhattan
521285,Poor,horse chestnut,Manhattan
610242,Poor,Japanese hornbeam,Manhattan
605865,Poor,Japanese snowbell,Manhattan
1804110,Poor,Japanese tree lilac,Manhattan
36227757,Poor,Japanese zelkova,Manhattan
1584129,Poor,katsura tree,Manhattan
2862870,Poor,Kentucky coffeetree,Manhattan
772331,Poor,Kentucky yellowwood,Manhattan
273892,Poor,kousa dogwood,Manhattan
101286906,Poor,littleleaf linden,Manhattan
68324770,Poor,London planetree,Manhattan
2074180,Poor,magnolia,Manhattan
2478859,Poor,maple,Manhattan
1411087,Poor,mulberry,Manhattan
12083444,Poor,northern red oak,Manhattan
8423444,Poor,Norway maple,Manhattan
221069,Poor,Norway spruce,Manhattan
324185,Poor,pagoda dogwood,Manhattan
744882,Poor,paperbark maple,Manhattan
541431,Poor,paper birch,Manhattan
23674851,Poor,pin oak,Manhattan
727106,Poor,pond cypress,Manhattan
1178052,Poor,purple-leaf plum,Manhattan
8173300,Poor,red maple,Manhattan
379597,Poor,river birch,Manhattan
478155,Poor,sassafras,Manhattan
743763,Poor,sawtooth oak,Manhattan
1704768,Poor,scarlet oak,Manhattan
1596737,Poor,'Schubert' chokecherry,Manhattan
1928810,Poor,Schumard's oak,Manhattan
1127494,Poor,serviceberry,Manhattan
1015025,Poor,shingle oak,Manhattan
1832385,Poor,Siberian elm,Manhattan
310528,Poor,silver birch,Manhattan
7667243,Poor,silver linden,Manhattan
2072355,Poor,silver maple,Manhattan
35348551,Poor,Sophora,Manhattan
1268269,Poor,sugar maple,Manhattan
6694000,Poor,swamp white oak,Manhattan
6669624,Poor,sweetgum,Manhattan
371747,Poor,sycamore maple,Manhattan
363787,Poor,tartar maple,Manhattan
906293,Poor,tree of heaven,Manhattan
377485,Poor,tulip-poplar,Manhattan
293256,Poor,Turkish hazelnut,Manhattan
162817,Poor,Virginia pine,Manhattan
487308,Poor,white ash,Manhattan
5821460,Poor,white oak,Manhattan
4831591,Poor,willow oak,Manhattan
1280873,Poor,American beech,Queens
23241755,Poor,American elm,Queens
3086856,Poor,American hophornbeam,Queens
6890733,Poor,American hornbeam,Queens
61484053,Poor,American linden,Queens
3970547,Poor,Amur cork tree,Queens
7037565,Poor,Amur maackia,Queens
12142900,Poor,Amur maple,Queens
696218,Poor,arborvitae,Queens
24339824,Poor,ash,Queens
3063533,Poor,Atlantic white cedar,Queens
4206835,Poor,bald cypress,Queens
1634504,Poor,bigtooth aspen,Queens
5631019,Poor,black cherry,Queens
