tree_id,health,spc_common,borough
991688,Poor,blackgum,Queens
4908550,Poor,black locust,Queens
820164,Poor,black maple,Queens
4588045,Poor,black oak,Queens
402007,Poor,black pine,Queens
314998,Poor,black walnut,Queens
714739,Poor,blue spruce,Queens
321220,Poor,boxelder,Queens
2549780,Poor,bur oak,Queens
139221076,Poor,Callery pear,Queens
11586207,Poor,catalpa,Queens
177877392,Poor,cherry,Queens
848965,Poor,Chinese chestnut,Queens
8788725,Poor,Chinese elm,Queens
615849,Poor,Chinese fringetree,Queens
1050282,Poor,Chinese tree lilac,Queens
3235464,Poor,cockspur hawthorn,Queens
8213110,Poor,common hackberry,Queens
3665241,Poor,Cornelian cherry,Queens
13759947,Poor,crab apple,Queens
2235881,Poor,crepe myrtle,Queens
61222181,Poor,crimson king maple,Queens
579265,Poor,cucumber magnolia,Queens
7845063,Poor,dawn redwood,Queens
583284,Poor,Douglas-fir,Queens
1988962,Poor,eastern cottonwood,Queens
569999,Poor,eastern hemlock,Queens
27424800,Poor,eastern redbud,Queens
3135764,Poor,eastern redcedar,Queens
869965,Poor,empress tree,Queens
2051020,Poor,English oak,Queens
598267,Poor,European beech,Queens
12702519,Poor,European hornbeam,Queens
12977624,Poor,flowering dogwood,Queens
69738108,Poor,ginkgo,Queens
12844100,Poor,golden raintree,Queens
62667648,Poor,green ash,Queens
4526697,Poor,hardy rubber tree,Queens
20151208,Poor,hawthorn,Queens
5420037,Poor,hedge maple,Queens
562703,Poor,Himalayan cedar,Queens
131714,Poor,holly,Queens
115785864,Poor,honeylocust,Queens
12483919,Poor,horse chestnut,Queens
333722,Poor,Japanese hornbeam,Queens
13464167,Poor,Japanese maple,Queens
2124351,Poor,Japanese snowbell,Queens
28478603,Poor,Japanese tree lilac,Queens
39934139,Poor,Japanese zelkova,Queens
16979392,Poor,katsura tree,Queens
14505823,Poor,Kentucky coffeetree,Queens
1937497,Poor,Kentucky yellowwood,Queens
1821838,Poor,kousa dogwood,Queens
170226224,Poor,littleleaf linden,Queens
192806429,Poor,London planetree,Queens
7740445,Poor,magnolia,Queens
92146491,Poor,maple,Queens
396949,Poor,mimosa,Queens
11204641,Poor,mulberry,Queens
18442028,Poor,northern red oak,Queens
856157036,Poor,Norway maple,Queens
2591261,Poor,Norway spruce,Queens
760389,Poor,Ohio buckeye,Queens
1847866,Poor,Oklahoma redbud,Queens
1022403,Poor,pagoda dogwood,Queens
2899524,Poor,paperbark maple,Queens
2723006,Poor,paper birch,Queens
3587524,Poor,Persian ironwood,Queens
1094462,Poor,pignut hickory,Queens
2190396,Poor,pine,Queens
170226441,Poor,pin oak,Queens
996649,Poor,pond cypress,Queens
46855504,Poor,purple-leaf plum,Queens
188592,Poor,quaking aspen,Queens
97627455,Poor,red maple,Queens
103588,Poor,red pine,Queens
1176504,Poor,river birch,Queens
1282038,Poor,sassafras,Queens
5575299,Poor,sawtooth oak,Queens
1028222,Poor,scarlet oak,Queens
22764230,Poor,'Schubert' chokecherry,Queens
2457457,Poor,Schumard's oak,Queens
120532,Poor,Scots pine,Queens
29673877,Poor,serviceberry,Queens
1064662,Poor,Shantung maple,Queens
6014486,Poor,shingle oak,Queens
6139166,Poor,Siberian elm,Queens
1133356,Poor,silver birch,Queens
22452625,Poor,silver linden,Queens
100661860,Poor,silver maple,Queens
47513114,Poor,Sophora,Queens
697935,Poor,southern magnolia,Queens
2158,Poor,southern red oak,Queens
1447872,Poor,spruce,Queens
42643799,Poor,sugar maple,Queens
28433446,Poor,swamp white oak,Queens
10443345,Poor,sweetgum,Queens
40090158,Poor,sycamore maple,Queens
945663,Poor,tartar maple,Queens
5057573,Poor,tree of heaven,Queens
740883,Poor,trident maple,Queens
7454460,Poor,tulip-poplar,Queens
4575454,Poor,Turkish hazelnut,Queens
130689,Poor,two-winged silverbell,Queens
953780,Poor,weeping willow,Queens
5805191,Poor,white ash,Queens
6682391,Poor,white oak,Queens
3409766,Poor,white pine,Queens
3843686,Poor,willow oak,Queens
630814,Poor,,Queens
674267,Poor,American beech,Staten Island
3816025,Poor,American elm,Staten Island
1599240,Poor,American hophornbeam,Staten Island
3081483,Poor,American hornbeam,Staten Island
13058119,Poor,American linden,Staten Island
3318271,Poor,Amur maackia,Staten Island
6173984,Poor,Amur maple,Staten Island
15975226,Poor,ash,Staten Island
2223865,Poor,Atlantic white cedar,Staten Island
85288,Poor,Atlas cedar,Staten Island
1947150,Poor,bald cypress,Staten Island
2167085,Poor,black cherry,Staten Island
551015,Poor,blackgum,Staten Island
3053413,Poor,black locust,Staten Island
1849227,Poor,black maple,Staten Island
84979,Poor,black oak,Staten Island
216182,Poor,black pine,Staten Island
1106148,Poor,black walnut,Staten Island
393579,Poor,boxelder,Staten Island
70717,Poor,bur oak,Staten Island
409632506,Poor,Callery pear,Staten Island
346338,Poor,catalpa,Staten Island
99540304,Poor,cherry,Staten Island
7225071,Poor,Chinese elm,Staten Island
551714,Poor,Chinese tree lilac,Staten Island
3266753,Poor,cockspur hawthorn,Staten Island
2497549,Poor,common hackberry,Staten Island
4276053,Poor,Cornelian cherry,Staten Island
8487533,Poor,crab apple,Staten Island
1232880,Poor,crepe myrtle,Staten Island
42239993,Poor,crimson king maple,Staten Island
215102,Poor,cucumber magnolia,Staten Island
6575783,Poor,dawn redwood,Staten Island
355308,Poor,eastern cottonwood,Staten Island
21831776,Poor,eastern redbud,Staten Island
666060,Poor,eastern redcedar,Staten Island
957874,Poor,empress tree,Staten Island
997334,Poor,English oak,Staten Island
2747603,Poor,European hornbeam,Staten Island
4855496,Poor,flowering dogwood,Staten Island
18304431,Poor,ginkgo,Staten Island
6633093,Poor,golden raintree,Staten Island
23393157,Poor,green ash,Staten Island
936054,Poor,hardy rubber tree,Staten Island
12717487,Poor,hawthorn,Staten Island
5225169,Poor,hedge maple,Staten Island
553384,Poor,holly,Staten Island
48315796,Poor,honeylocust,Staten Island
4761294,Poor,horse chestnut,Staten Island
95442,Poor,Japanese hornbeam,Staten Island
3243661,Poor,Japanese maple,Staten Island
768657,Poor,Japanese snowbell,Staten Island
10855225,Poor,Japanese tree lilac,Staten Island
17605211,Poor,Japanese zelkova,Staten Island
747771,Poor,katsura tree,Staten Island
4450635,Poor,Kentucky coffeetree,Staten Island
1407309,Poor,Kentucky yellowwood,Staten Island
3717396,Poor,kousa dogwood,Staten Island
29527426,Poor,littleleaf linden,Staten Island
56576244,Poor,London planetree,Staten Island
63852,Poor,magnolia,Staten Island
133615151,Poor,maple,Staten Island
3177418,Poor,mulberry,Staten Island
5670070,Poor,northern red oak,Staten Island
102134095,Poor,Norway maple,Staten Island
274077,Poor,Norway spruce,Staten Island
264455,Poor,Oklahoma redbud,Staten Island
181830,Poor,pagoda dogwood,Staten Island
229111,Poor,paperbark maple,Staten Island
1303570,Poor,paper birch,Staten Island
124910,Poor,Persian ironwood,Staten Island
484854,Poor,pignut hickory,Staten Island
851539,Poor,pine,Staten Island
61864101,Poor,pin oak,Staten Island
32991307,Poor,purple-leaf plum,Staten Island
561482,Poor,quaking aspen,Staten Island
995807,Poor,red horse chestnut,Staten Island
104110009,Poor,red maple,Staten Island
3369346,Poor,river birch,Staten Island
528176,Poor,sassafras,Staten Island
532241,Poor,sawtooth oak,Staten Island
1288070,Poor,scarlet oak,Staten Island
7701351,Poor,'Schubert' chokecherry,Staten Island
4851265,Poor,Schumard's oak,Staten Island
7630807,Poor,serviceberry,Staten Island
864957,Poor,Shantung maple,Staten Island
717943,Poor,shingle oak,Staten Island
493615,Poor,Siberian elm,Staten Island
1190139,Poor,silver linden,Staten Island
75097104,Poor,silver maple,Staten Island
485038,Poor,smoketree,Staten Island
14567018,Poor,Sophora,Staten Island
346285,Poor,spruce,Staten Island
9605238,Poor,sugar maple,Staten Island
8555163,Poor,swamp white oak,Staten Island
46643766,Poor,sweetgum,Staten Island
4047101,Poor,sycamore maple,Staten Island
801221,Poor,tree of heaven,Staten Island
396849,Poor,tulip-poplar,Staten Island
701438,Poor,Turkish hazelnut,Staten Island
908597,Poor,two-winged silverbell,Staten Island
382634,Poor,weeping willow,Staten Island
2113664,Poor,white ash,Staten Island
1666679,Poor,white oak,Staten Island
329892,Poor,white pine,Staten Island
4075170,Poor,willow oak,Staten Island
1501546186,,,Bronx
2731574627,,,Brooklyn
473703,,honeylocust,Manhattan
603131732,,,Manhattan
5017989982,,,Queens
245041,,green ash,Staten Island
1375179946,,,Staten Island
